2023-10-27 10:39:53.205964,0.206,103,169,40,31,16,16
2023-10-27 10:40:10.339510,0.206,103,169,40,31,16,16
2023-10-27 10:42:54.014126,0.206,103,169,40,31,16,16
2023-10-27 10:45:59.638889,0.206,103,169,40,31,16,16
2023-10-27 10:46:34.117305,0.206,103,169,40,31,16,16
2023-10-27 10:48:21.220637,0.206,103,169,40,31,16,16
2023-10-27 10:49:00.651970,0.206,103,169,40,31,16,16
2023-10-27 10:49:13.043335,0.206,103,169,40,31,16,16
2023-10-27 10:49:35.356836,0.206,103,169,40,31,16,16
2023-10-27 10:50:06.894218,0.206,103,169,40,31,16,16
2023-10-27 10:50:34.780214,0.206,103,169,40,31,16,16
2023-10-27 10:50:56.151929,0.206,103,169,40,31,16,16
2023-10-27 10:51:01.370576,0.206,103,169,40,31,16,16
2023-10-27 10:51:06.893434,0.206,103,169,40,31,16,16
2023-10-27 10:51:16.796482,0.206,103,169,40,31,16,16
2023-10-27 11:00:17.166068,0.206,103,169,40,31,16,16
2023-10-27 11:01:39.873087,0.206,103,169,40,31,16,16
2023-10-27 11:02:37.587542,0.206,103,169,40,31,16,16
2023-10-27 11:02:50.403344,0.206,103,169,40,31,16,16
2023-10-27 11:03:31.938036,0.206,103,169,40,31,16,16
2023-10-27 11:03:41.904930,0.206,103,169,40,31,16,16
2023-10-27 11:03:46.348174,0.206,103,169,40,31,16,16
2023-10-27 11:03:53.327978,0.206,103,169,40,31,16,16
2023-10-27 11:04:01.638756,0.206,103,169,40,31,16,16
2023-10-27 11:04:16.682487,0.206,103,169,40,31,16,16
2023-10-27 11:04:24.722580,0.206,103,169,40,31,16,16
2023-10-27 11:04:31.003504,0.206,103,169,40,31,16,16
2023-10-27 11:06:58.003880,0.206,103,169,40,31,16,16
2023-10-27 11:07:48.750351,0.206,103,169,40,31,16,16
2023-10-27 11:09:23.460616,0.206,103,169,40,31,16,16
2023-10-27 11:09:26.258919,0.206,103,169,40,31,16,16
2023-10-27 11:11:55.576053,0.206,103,169,40,31,16,16
2023-10-27 11:12:07.233316,0.206,103,169,40,31,16,16
2023-10-27 11:13:38.463917,0.206,103,169,40,31,16,16
2023-10-27 11:13:50.629641,0.206,103,169,40,31,16,16
2023-10-27 11:14:52.346397,0.206,103,169,40,31,16,16
2023-10-27 11:16:55.782049,0.206,103,169,40,31,16,16
2023-10-27 11:19:39.792185,0.206,103,169,40,31,16,16
2023-10-27 11:22:27.420955,0.206,103,169,40,31,16,16
2023-10-27 11:22:28.351092,0.206,103,169,40,31,16,16
2023-10-27 11:23:05.052039,0.206,103,169,40,31,16,16
2023-10-27 11:24:26.048571,0.204,102,169,40,31,15,16
2023-10-27 11:27:04.939820,0.206,103,169,40,31,16,16
2023-10-27 11:30:27.538653,0.206,103,169,40,31,16,16
2023-10-27 11:31:01.625779,0.206,103,169,40,31,16,16
2023-10-27 11:31:15.577724,0.206,103,169,40,31,16,16
2023-10-27 11:31:27.336146,0.206,103,169,40,31,16,16
2023-10-27 11:31:34.955025,0.206,103,169,40,31,16,16
2023-10-27 11:31:50.171038,0.206,103,169,40,31,16,16
2023-10-27 11:32:00.080275,0.206,103,169,40,31,16,16
2023-10-27 11:32:02.727347,0.206,103,169,40,31,16,16
2023-10-27 11:34:31.684382,0.544,272,169,40,31,16,16
2023-10-27 11:38:51.419851,0.544,272,169,40,31,16,16
2023-10-27 11:39:35.826758,0.544,272,169,40,31,16,16
2023-10-27 11:50:48.420400,0.544,272,169,40,31,16,16
2023-10-27 11:51:16.653175,0.544,272,169,40,31,16,16
2023-10-27 11:52:27.531275,0.544,272,169,40,31,16,16
2023-10-27 11:52:38.470530,0.544,272,169,40,31,16,16
2023-10-27 11:53:44.033635,0.544,272,169,40,31,16,16
2023-10-27 11:54:33.197526,0.544,272,169,40,31,16,16
2023-10-27 11:59:37.703707,0.544,272,169,40,31,16,16
2023-10-27 11:59:38.501398,0.544,272,169,40,31,16,16
2023-10-27 12:00:11.001960,0.544,272,169,40,31,16,16
2023-10-27 12:02:41.964259,0.546,273,169,41,31,16,16
2023-10-27 12:04:20.831921,0.544,272,169,40,31,16,16
2023-10-27 14:31:23.735176,0.544,272,169,40,31,16,16
2023-11-06 10:15:38.731312,0.598,299,182,54,31,16,16
2023-11-06 10:26:44.862167,0.598,299,182,54,31,16,16
2023-11-06 10:28:48.848320,0.598,299,182,54,31,16,16
2023-11-06 17:25:02.073954,0.602,301,183,54,31,17,16
